rank,feature,importance,raw_value,method
1,current_updrs_4,0.424618846270791,0.424618846270791,feature_importances_
2,prior_updrs_4,0.15224910225953195,0.15224910225953195,feature_importances_
3,prior_updrs_1,0.04016715159905285,0.04016715159905285,feature_importances_
4,prior_updrs_2,0.025014517658716318,0.025014517658716318,feature_importances_
5,current_updrs_3,0.024316160946482222,0.024316160946482222,feature_importances_
6,prior_updrs_3,0.023006520709764083,0.023006520709764083,feature_importances_
7,current_updrs_1,0.022678222895996084,0.022678222895996084,feature_importances_
8,current_updrs_2,0.022537812527613985,0.022537812527613985,feature_importances_
9,peptide_abundance_min_rolling3_std,0.013755998596825468,0.013755998596825468,feature_importances_
10,peptide_abundance_min_rolling3_mean,0.013342079906920738,0.013342079906920738,feature_importances_
11,visit_number,0.013338841164389693,0.013338841164389693,feature_importances_
12,peptide_abundance_min_delta,0.007289868078139453,0.007289868078139453,feature_importances_
13,protein_npx_min_rolling3_std,0.006837423491565701,0.006837423491565701,feature_importances_
14,protein_npx_median_rolling3_std,0.0062711813138114384,0.0062711813138114384,feature_importances_
15,peptide_abundance_median_rolling3_std,0.006140413396653378,0.006140413396653378,feature_importances_
16,peptide_abundance_max_rolling3_std,0.005952320921763101,0.005952320921763101,feature_importances_
17,protein_npx_median_rolling3_mean,0.005715293886551377,0.005715293886551377,feature_importances_
18,peptide_abundance_max_rolling3_mean,0.005634108160498983,0.005634108160498983,feature_importances_
19,peptide_abundance_mean_rolling3_std,0.005397701808916741,0.005397701808916741,feature_importances_
20,protein_npx_min_rolling3_mean,0.0053581812832148605,0.0053581812832148605,feature_importances_
21,peptide_abundance_std_rolling3_std,0.005241995029503687,0.005241995029503687,feature_importances_
22,protein_npx_std_rolling3_std,0.004756307869661948,0.004756307869661948,feature_importances_
23,protein_npx_min,0.0044200256515574314,0.0044200256515574314,feature_importances_
24,peptide_abundance_median_lag1,0.004387568350650592,0.004387568350650592,feature_importances_
25,peptide_abundance_median_delta,0.004374441965780659,0.004374441965780659,feature_importances_
26,peptide_abundance_median_rolling3_mean,0.004372828197263393,0.004372828197263393,feature_importances_
27,peptide_n_unique_rolling3_std,0.0043644007754011435,0.0043644007754011435,feature_importances_
28,protein_npx_std_rolling3_mean,0.004259448037753891,0.004259448037753891,feature_importances_
29,protein_npx_min_delta,0.0042332832105258485,0.0042332832105258485,feature_importances_
30,peptide_abundance_min,0.004096846964383629,0.004096846964383629,feature_importances_
31,protein_npx_mean_rolling3_std,0.003928642318160764,0.003928642318160764,feature_importances_
32,peptide_abundance_std_rolling3_mean,0.0038844378122849855,0.0038844378122849855,feature_importances_
33,protein_npx_mean_rolling3_mean,0.0038587225597241583,0.0038587225597241583,feature_importances_
34,peptide_n_rows_rolling3_std,0.00368141153525124,0.00368141153525124,feature_importances_
35,visit_gap,0.003184854457148742,0.003184854457148742,feature_importances_
36,protein_npx_max_rolling3_mean,0.003174475408084398,0.003174475408084398,feature_importances_
37,protein_npx_max_rolling3_std,0.0031467105413671174,0.0031467105413671174,feature_importances_
38,protein_n_rows_rolling3_std,0.003095420823449081,0.003095420823449081,feature_importances_
39,protein_npx_median_delta,0.0030780640290497528,0.0030780640290497528,feature_importances_
40,peptide_n_rows_rolling3_mean,0.0030454419578778815,0.0030454419578778815,feature_importances_
41,peptide_abundance_min_lag1,0.0028283548534637857,0.0028283548534637857,feature_importances_
42,peptide_abundance_median,0.0027256475137149828,0.0027256475137149828,feature_importances_
43,peptide_abundance_max_delta,0.002679766980306929,0.002679766980306929,feature_importances_
44,protein_npx_median,0.0026345174786017783,0.0026345174786017783,feature_importances_
45,peptide_abundance_mean_delta,0.0026202915681908835,0.0026202915681908835,feature_importances_
